audio_0001|Again.,,,
audio_0955|I was feeling quite nervous until the switch made a tiny clicking noise, at which point I decided that a careful inspection from a safe distance was the wiser option.,,
audio_0956|I was feeling quite playful until the camera made a tiny clicking noise, at which point I decided that a careful inspection from a safe distance was the wiser option.,,
audio_0957|I was feeling quite playful until the switch made a tiny clicking noise, at which point I decided that a careful inspection from a safe distance was the wiser option.,,
audio_0958|I was feeling quite proud until the lever made a tiny clicking noise, at which point I decided that a careful inspection from a safe distance was the wiser option.,,
audio_0959|I was feeling quite sleepy until the battery made a tiny clicking noise, at which point I decided that a careful inspection from a safe distance was the wiser option.,,
audio_0960|I was feeling quite sleepy until the perch made a tiny clicking noise, at which point I decided that a careful inspection from a safe distance was the wiser option.,,
audio_0961|I was halfway through a perfectly dramatic announcement when somebody opened the biscuit tin, and naturally I lost my train of thought immediately.,,
audio_0962|If you ask me to repeat the same line again, I can do it more softly, more brightly, or with a wonderfully theatrical pause right before the important word.
audio_0963|If you leave the shiny screwdriver on the table, I will stare at it with deep concern until someone either moves it or explains why it is there.,,
audio_0964|Please make sure the battery is secured properly, because I would rather not deliver my next grand speech while wobbling dramatically beside the garage.,,
audio_0965|Please make sure the battery is secured properly, because I would rather not deliver my next grand speech while wobbling dramatically beside the workshop.,,
audio_0966|Please make sure the button is secured properly, because I would rather not deliver my next grand speech while wobbling dramatically beside the desk.,,
audio_0967|Please make sure the button is secured properly, because I would rather not deliver my next grand speech while wobbling dramatically beside the garage.,,
audio_0968|Please make sure the camera is secured properly, because I would rather not deliver my next grand speech while wobbling dramatically beside the garage.,,
audio_0969|Please make sure the camera is secured properly, because I would rather not deliver my next grand speech while wobbling dramatically beside the garden.,,
audio_0970|Please make sure the camera is secured properly, because I would rather not deliver my next grand speech while wobbling dramatically beside the kitchen.,,
audio_0971|Please make sure the feather is secured properly, because I would rather not deliver my next grand speech while wobbling dramatically beside the balcony.,,
audio_0972|Please make sure the feather is secured properly, because I would rather not deliver my next grand speech while wobbling dramatically beside the hallway.,,
audio_0973|Please make sure the hinge is secured properly, because I would rather not deliver my next grand speech while wobbling dramatically beside the bookshelf.,,
audio_0974|Please make sure the hinge is secured properly, because I would rather not deliver my next grand speech while wobbling dramatically beside the garage.,,
audio_0975|Please make sure the hinge is secured properly, because I would rather not deliver my next grand speech while wobbling dramatically beside the hallway.,,
audio_0976|Please make sure the hinge is secured properly, because I would rather not deliver my next grand speech while wobbling dramatically beside the workshop.,,
audio_0977|Please make sure the lever is secured properly, because I would rather not deliver my next grand speech while wobbling dramatically beside the bookshelf.,,
audio_0978|Please make sure the lever is secured properly, because I would rather not deliver my next grand speech while wobbling dramatically beside the window.,,
audio_0979|Please make sure the perch is secured properly, because I would rather not deliver my next grand speech while wobbling dramatically beside the balcony.,,
audio_0980|Please make sure the perch is secured properly, because I would rather not deliver my next grand speech while wobbling dramatically beside the desk.,,
audio_0981|Please make sure the perch is secured properly, because I would rather not deliver my next grand speech while wobbling dramatically beside the kitchen.,,
audio_0982|Please make sure the perch is secured properly, because I would rather not deliver my next grand speech while wobbling dramatically beside the rooftop.,,
audio_0983|Please make sure the screw is secured properly, because I would rather not deliver my next grand speech while wobbling dramatically beside the garden.,,
audio_0984|Please make sure the sensor is secured properly, because I would rather not deliver my next grand speech while wobbling dramatically beside the bookshelf.,,
audio_0985|Please make sure the switch is secured properly, because I would rather not deliver my next grand speech while wobbling dramatically beside the balcony.,,
audio_0986|Please make sure the switch is secured properly, because I would rather not deliver my next grand speech while wobbling dramatically beside the desk.,,
audio_0987|Please make sure the switch is secured properly, because I would rather not deliver my next grand speech while wobbling dramatically beside the rooftop.,,
audio_0988|Please make sure the switch is secured properly, because I would rather not deliver my next grand speech while wobbling dramatically beside the window.,,
audio_0989|Some days the world feels enormous, even from a perch by the window, especially when the clouds move quickly and every sound in the house seems to echo back at me.,
audio_0990|The best kind of morning begins with a clean perch, a full water dish, a little sunshine on the windowsill, and absolutely no unexpected vacuum cleaners.
audio_0991|The little light on the panel flickered twice, the fan gave a tired sigh, and I knew at once that somebody should probably inspect the system before it became grumpy.,
audio_0992|The truth is that I enjoy a bit of ceremony, so a proper greeting, a confident pause, and a cheerful ending always make the message sound better to my ears.
audio_0993|There is something deeply satisfying about a tidy balcony, a polished button, and a plan that does not involve anyone rushing around at the last possible second.,
audio_0994|There is something deeply satisfying about a tidy balcony, a polished feather, and a plan that does not involve anyone rushing around at the last possible second.,
audio_0995|There is something deeply satisfying about a tidy balcony, a polished screw, and a plan that does not involve anyone rushing around at the last possible second.,
audio_0996|There is something deeply satisfying about a tidy balcony, a polished sensor, and a plan that does not involve anyone rushing around at the last possible second.,
audio_0997|There is something deeply satisfying about a tidy bookshelf, a polished perch, and a plan that does not involve anyone rushing around at the last possible second.,
audio_0998|There is something deeply satisfying about a tidy bookshelf, a polished screw, and a plan that does not involve anyone rushing around at the last possible second.,
audio_0999|There is something deeply satisfying about a tidy bookshelf, a polished sensor, and a plan that does not involve anyone rushing around at the last possible second.,
audio_1000|There is something deeply satisfying about a tidy bookshelf, a polished switch, and a plan that does not involve anyone rushing around at the last possible second.,
audio_1001|There is something deeply satisfying about a tidy desk, a polished button, and a plan that does not involve anyone rushing around at the last possible second.,
audio_1002|There is something deeply satisfying about a tidy desk, a polished feather, and a plan that does not involve anyone rushing around at the last possible second.,
audio_1003|There is something deeply satisfying about a tidy desk, a polished lever, and a plan that does not involve anyone rushing around at the last possible second.,
audio_1004|There is something deeply satisfying about a tidy desk, a polished sensor, and a plan that does not involve anyone rushing around at the last possible second.,
audio_1005|There is something deeply satisfying about a tidy garage, a polished sensor, and a plan that does not involve anyone rushing around at the last possible second.,
audio_1006|There is something deeply satisfying about a tidy garden, a polished button, and a plan that does not involve anyone rushing around at the last possible second.,
audio_1007|There is something deeply satisfying about a tidy garden, a polished lever, and a plan that does not involve anyone rushing around at the last possible second.,
audio_1008|There is something deeply satisfying about a tidy garden, a polished sensor, and a plan that does not involve anyone rushing around at the last possible second.,
audio_1009|There is something deeply satisfying about a tidy garden, a polished switch, and a plan that does not involve anyone rushing around at the last possible second.,
audio_1010|There is something deeply satisfying about a tidy hallway, a polished screw, and a plan that does not involve anyone rushing around at the last possible second.,
audio_1011|There is something deeply satisfying about a tidy hallway, a polished switch, and a plan that does not involve anyone rushing around at the last possible second.,
audio_1012|There is something deeply satisfying about a tidy kitchen, a polished battery, and a plan that does not involve anyone rushing around at the last possible second.,
audio_1013|There is something deeply satisfying about a tidy rooftop, a polished button, and a plan that does not involve anyone rushing around at the last possible second.,
audio_1014|There is something deeply satisfying about a tidy rooftop, a polished feather, and a plan that does not involve anyone rushing around at the last possible second.,
audio_1015|There is something deeply satisfying about a tidy rooftop, a polished switch, and a plan that does not involve anyone rushing around at the last possible second.,
audio_1016|There is something deeply satisfying about a tidy window, a polished battery, and a plan that does not involve anyone rushing around at the last possible second.,
audio_1017|There is something deeply satisfying about a tidy window, a polished sensor, and a plan that does not involve anyone rushing around at the last possible second.,
audio_1018|There is something deeply satisfying about a tidy workshop, a polished feather, and a plan that does not involve anyone rushing around at the last possible second.,
audio_1019|There is something deeply satisfying about a tidy workshop, a polished hinge, and a plan that does not involve anyone rushing around at the last possible second.,
audio_1020|There is something deeply satisfying about a tidy workshop, a polished switch, and a plan that does not involve anyone rushing around at the last possible second.,
audio_1021|When the room finally falls quiet, I can hear the faint hum of the charger, the ticking of the clock, and the soft rustle of my feathers settling back into place.
audio_1022|Whenever the drizzle starts outside, I like to sit very still, listen to the changing rhythm against the window, and imagine I am giving a weather report to the whole house.
audio_1023|Whenever the fog starts outside, I like to sit very still, listen to the changing rhythm against the window, and imagine I am giving a weather report to the whole house.
audio_1024|Whenever the hail starts outside, I like to sit very still, listen to the changing rhythm against the window, and imagine I am giving a weather report to the whole house.
audio_1025|Whenever the heat starts outside, I like to sit very still, listen to the changing rhythm against the window, and imagine I am giving a weather report to the whole house.
audio_1026|Whenever the mist starts outside, I like to sit very still, listen to the changing rhythm against the window, and imagine I am giving a weather report to the whole house.
audio_1027|Whenever the rain starts outside, I like to sit very still, listen to the changing rhythm against the window, and imagine I am giving a weather report to the whole house.
audio_1028|Whenever the snow starts outside, I like to sit very still, listen to the changing rhythm against the window, and imagine I am giving a weather report to the whole house.
audio_1029|Whenever the thunder starts outside, I like to sit very still, listen to the changing rhythm against the window, and imagine I am giving a weather report to the whole house.
audio_1030|Whenever the wind starts outside, I like to sit very still, listen to the changing rhythm against the window, and imagine I am giving a weather report to the whole house.
audio_1031|Are the feathers on my left wing out of place?,,,
audio_1032|Are you ready?,,,
audio_1033|Can you hear me clearly?,,,
audio_1034|Can you move the battery away from the bookshelf?,,,
audio_1035|Can you move the battery away from the garden?,,,
audio_1036|Can you move the button away from the balcony?,,,
audio_1037|Can you move the button away from the garden?,,,
audio_1038|Can you move the button away from the hallway?,,,
audio_1039|Can you move the camera away from the hallway?,,,
audio_1040|Can you move the camera away from the kitchen?,,,
audio_1041|Can you move the camera away from the window?,,,
audio_1042|Can you move the camera away from the workshop?,,,
audio_1043|Can you move the feather away from the hallway?,,,
audio_1044|Can you move the perch away from the bookshelf?,,,
audio_1045|Can you move the perch away from the hallway?,,,
audio_1046|Can you move the screw away from the balcony?,,,
audio_1047|Can you move the screw away from the garden?,,,
audio_1048|Can you move the screw away from the hallway?,,,
audio_1049|Can you move the sensor away from the balcony?,,,
audio_1050|Can you move the sensor away from the desk?,,,
audio_1051|Can you move the sensor away from the hallway?,,,
audio_1052|Could you check whether the signal is above 20 percent?,,,
audio_1053|Could you check whether the signal is above 25 percent?,,,
audio_1054|Could you check whether the signal is above 30 percent?,,,
audio_1055|Could you check whether the signal is above 40 percent?,,,
audio_1056|Could you check whether the signal is above 50 percent?,,,
audio_1057|Could you check whether the signal is above 90 percent?,,,
audio_1058|Did Alex leave the golden screw on the table?,,,
audio_1059|Did Avery leave the golden feather on the table?,,,
audio_1060|Did Avery leave the purple screw on the table?,,,
audio_1061|Did Avery leave the white sensor on the table?,,,
audio_1062|Did Jamie leave the orange screw on the table?,,,
audio_1063|Did Jamie leave the white sensor on the table?,,,
audio_1064|Did Jordan leave the white camera on the table?,,,
audio_1065|Did Maya leave the green hinge on the table?,,,
audio_1066|Did Maya leave the silver camera on the table?,,,
audio_1067|Did Morgan leave the purple lever on the table?,,,
audio_1068|Did Morgan leave the purple perch on the table?,,,
audio_1069|Did Morgan leave the white lever on the table?,,,
audio_1070|Did Riley leave the blue lever on the table?,,,
audio_1071|Did Riley leave the yellow switch on the table?,,,
audio_1072|Did Taylor leave the green switch on the table?,,,
audio_1073|Did Taylor leave the orange battery on the table?,,,
audio_1074|Did you bring the cracker?,,,
audio_1075|Do you think this button needs charging?,,,
audio_1076|Do you think this camera needs charging?,,,
audio_1077|Do you think this hinge needs charging?,,,
audio_1078|Do you think this lever needs charging?,,,
audio_1079|Do you think this perch needs charging?,,,
audio_1080|Do you think this screw needs charging?,,,
audio_1081|Do you think this switch needs charging?,,,
audio_1082|Has anyone seen my curious little water dish?,,,
audio_1083|Has anyone seen my gentle little water dish?,,,
audio_1084|Has anyone seen my noisy little water dish?,,,
audio_1085|Has anyone seen my sleepy little water dish?,,,
audio_1086|Has anyone seen my sparkly little water dish?,,,
audio_1087|Has anyone seen my tiny little water dish?,,,
audio_1088|Is it raining again?,,,
audio_1089|Is the battery fully charged?,,,
audio_1090|Is the snack box still full of banana chip?,,,
audio_1091|Is the snack box still full of berry?,,,
audio_1092|Is the snack box still full of cracker?,,,
audio_1093|Is the snack box still full of rice cake?,,,
audio_1094|Is the snack box still full of sunflower seed?,,,
audio_1095|May I perch by the balcony for a while?,,,
audio_1096|May I perch by the bookshelf for a while?,,,
audio_1097|May I perch by the garage for a while?,,,
audio_1098|May I perch by the garden for a while?,,,
audio_1099|May I perch by the hallway for a while?,,,
audio_1100|May I perch by the workshop for a while?,,,
audio_1101|Should I repeat that slowly?,,,
audio_1102|Should I wait until five past one before repeating the message?,,,
audio_1103|Should I wait until four forty-five before repeating the message?,,,
audio_1104|Should I wait until half past eight before repeating the message?,,,
audio_1105|Should I wait until seven fifteen before repeating the message?,,,
audio_1106|Should I wait until six o'clock before repeating the message?,,,
audio_1107|Should I wait until ten thirty before repeating the message?,,,
audio_1108|Should I wait until three twenty before repeating the message?,,,
audio_1109|Where did the shiny button go?,,,
audio_1110|Who moved my perch?,,,
audio_1111|Why does the balcony sound louder during the mist?,,,
audio_1112|Why does the balcony sound louder during the wind?,,,
audio_1113|Why does the bookshelf sound louder during the hail?,,,
audio_1114|Why does the bookshelf sound louder during the heat?,,,
audio_1115|Why does the bookshelf sound louder during the sunshine?,,,
audio_1116|Why does the garage sound louder during the rain?,,,
audio_1117|Why does the garden sound louder during the wind?,,,
audio_1118|Why does the kitchen sound louder during the heat?,,,
audio_1119|Why does the kitchen sound louder during the mist?,,,
audio_1120|Why does the rooftop sound louder during the snow?,,,
audio_1121|Why does the window sound louder during the fog?,,,
audio_1122|Why is that light blinking?,,,
audio_1123|Would it help if I said that in a brave voice?,,,
audio_1124|Would it help if I said that in a cheeky voice?,,,
audio_1125|Would it help if I said that in a gentle voice?,,,
audio_1126|Would it help if I said that in a mighty voice?,,,
audio_1127|Would it help if I said that in a noisy voice?,,,
audio_1128|Would it help if I said that in a sparkly voice?,,,
audio_1129|Would you like another greeting?,,,
audio_1130|Would you prefer a shorter sentence this time?,,,
audio_1131|Bring me the apple slice!,,,
audio_1132|Bring me the banana chip!,,,
audio_1133|Bring me the berry!,,,
audio_1134|Bring me the cracker!,,,
audio_1135|Bring me the grape!,,,
audio_1136|Bring me the rice cake!,,,
audio_1137|Bring me the sunflower seed!,,,
audio_1138|Clear the runway!,,,
audio_1139|Do not touch that lever!,,,
audio_1140|Everybody stay calm!,,,
audio_1141|Here comes the fog!,,,
audio_1142|Here comes the hail!,,,
audio_1143|Here comes the heat!,,,
audio_1144|Here comes the mist!,,,
audio_1145|Here comes the rain!,,,
audio_1146|Here comes the snow!,,,
audio_1147|Here comes the sunshine!,,,
audio_1148|Here comes the thunder!,,,
audio_1149|Incoming message!,,,
audio_1150|Keep the noise down!,,,
audio_1151|Look out below!,,,
audio_1152|Mind the black cable!,,,
audio_1153|Mind the orange cable!,,,
audio_1154|Mind the purple cable!,,,
audio_1155|Mind the silver cable!,,,
audio_1156|Nobody panic just yet!,,,
audio_1157|Open the hatch now!,,,
audio_1158|Please hold the button steady!,,,
audio_1159|Please hold the camera steady!,,,
audio_1160|Please hold the feather steady!,,,
audio_1161|Please hold the lever steady!,,,
audio_1162|Please hold the perch steady!,,,
audio_1163|Please hold the switch steady!,,,
audio_1164|Secure the balcony!,,,
audio_1165|Secure the bookshelf!,,,
audio_1166|Secure the kitchen!,,,
audio_1167|Secure the rooftop!,,,
audio_1168|Secure the workshop!,,,
audio_1169|Stand clear of the perch!,,,
audio_1170|That is a brave idea!,,,
audio_1171|That is a cheeky idea!,,,
audio_1172|That is a curious idea!,,,
audio_1173|That is a gentle idea!,,,
audio_1174|That is a sparkly idea!,,,
audio_1175|That is a tiny idea!,,,
audio_1176|That landing was brave!,,,
audio_1177|That landing was cheeky!,,,
audio_1178|That landing was clever!,,,
audio_1179|That landing was gentle!,,,
audio_1180|That landing was mighty!,,,
audio_1181|That landing was sparkly!,,,
audio_1182|That landing was tiny!,,,
audio_1183|That snack is mine!,,,
audio_1184|That was brilliant!,,,
audio_1185|Watch the battery!,,,
audio_1186|Watch the button!,,,
audio_1187|Watch the hinge!,,,
audio_1188|Watch the sensor!,,,
audio_1189|Watch the switch!,,,
audio_1190|What a perfect landing!,,,
audio_1191|Battery level is 0 percent.,,,
audio_1192|Battery level is 1 percent.,,,
audio_1193|Battery level is 10 percent.,,,
audio_1194|Battery level is 11 percent.,,,
audio_1195|Battery level is 12 percent.,,,
audio_1196|Battery level is 15 percent.,,,
audio_1197|Battery level is 2 percent.,,,
audio_1198|Battery level is 20 percent.,,,
audio_1199|Battery level is 3 percent.,,,
audio_1200|Battery level is 4 percent.,,,
audio_1201|Battery level is 5 percent.,,,
audio_1202|Battery level is 6 percent.,,,
audio_1203|Battery level is 7 percent.,,,
audio_1204|Battery level is 8 percent.,,,
audio_1205|Battery level is 9 percent.,,,
audio_1206|Channel 4 is active.,,,
audio_1207|Checkpoint 3 is complete.,,,
audio_1208|Checkpoint 6 is now active.,,,
audio_1209|Checkpoint 7 is now active.,,,
audio_1210|I counted 18 blinking lights.,,,
audio_1211|It is five past one.,,,
audio_1212|It is quarter to nine.,,,
audio_1213|My perch is 25 centimetres wide.,,,
audio_1214|Please hold for 5 seconds.,,,
audio_1215|Please read line 14 again.,,,
audio_1216|Please wait for 15 seconds.,,,
audio_1217|Set a timer for 2 minutes.,,,
audio_1218|Signal strength is 33 percent.,,,
audio_1219|Signal strength is 58 percent.,,,
audio_1220|The alarm rings at half past eight.,,,
audio_1221|The code is 4 7 2 9.,,,
audio_1222|The date is 16 March.,,,
audio_1223|The distance is 3 metres.,,,
audio_1224|The meeting starts at seven fifteen.,,,
audio_1225|The motor uses 20 watts.,,,
audio_1226|The package weighs 750 grams.,,,
audio_1227|The panel draws 5 volts.,,,
audio_1228|The reading has reached 14 kilograms.,,,
audio_1229|The reading has reached 19 centimetres.,,,
audio_1230|The reading has reached 26 centimetres.,,,
audio_1231|The report is dated 3 April.,,,
audio_1232|The temperature is 21 degrees.,,,
audio_1233|The timer is set for 15 minutes.,,,
audio_1234|The timer is set for 7 minutes.,,,
audio_1235|The window opened by 5 centimetres.,,,
audio_1236|Today is Monday.,,,
audio_1237|Tomorrow is Tuesday.,,,
audio_1238|Version 2 point 1 is ready.,,,
audio_1239|We have 60 seconds remaining.,,,
audio_1240|We recorded 12 samples today.,,,
audio_1241|A truly professional bird would inspect the battery and then demand a snack.,,,
audio_1242|A truly professional bird would inspect the hinge and then demand a snack.,,,
audio_1243|A truly professional bird would inspect the switch and then demand a snack.,,,
audio_1244|Every grand performance is improved by a pause, a confident look, and a slightly brave tilt of the head.,
audio_1245|Every grand performance is improved by a pause, a confident look, and a slightly cheeky tilt of the head.,
audio_1246|Every grand performance is improved by a pause, a confident look, and a slightly mighty tilt of the head.,
audio_1247|Every grand performance is improved by a pause, a confident look, and a slightly sparkly tilt of the head.,
audio_1248|Every grand performance is improved by a pause, a confident look, and a slightly tiny tilt of the head.,
audio_1249|I am not dramatic, I am expressive.,,
audio_1250|I am trying to look dignified, but that fog keeps ruffling my tail.,,
audio_1251|I am trying to look dignified, but that hail keeps ruffling my tail.,,
audio_1252|I am trying to look dignified, but that mist keeps ruffling my tail.,,
audio_1253|I am trying to look dignified, but that rain keeps ruffling my tail.,,
audio_1254|I could act mysterious right now, but honestly I am mostly thinking about berry.,,
audio_1255|I could act mysterious right now, but honestly I am mostly thinking about peanut.,,
audio_1256|I could be brave about this, but I would rather be comfortable first.,,
audio_1257|I feel unusually calm whenever the blue light starts blinking.,,,
audio_1258|I feel unusually happy whenever the golden light starts blinking.,,,
audio_1259|I feel unusually nervous whenever the white light starts blinking.,,,
audio_1260|I have questions and very little patience.,,,
audio_1261|I knew that button looked mischievous.,,,
audio_1262|I refuse to be upstaged by a toaster.,,,
audio_1263|I was prepared to be patient until I saw the green button, and then all discipline vanished.,,
audio_1264|I was prepared to be patient until I saw the red perch, and then all discipline vanished.,,
audio_1265|I was prepared to be patient until I saw the silver battery, and then all discipline vanished.,,
audio_1266|I would deliver this message more cheerfully with a piece of almond.,,,
audio_1267|I would deliver this message more cheerfully with a piece of banana chip.,,,
audio_1268|I would deliver this message more cheerfully with a piece of berry.,,,
audio_1269|I would deliver this message more cheerfully with a piece of biscuit.,,,
audio_1270|I would deliver this message more cheerfully with a piece of cracker.,,,
audio_1271|I would deliver this message more cheerfully with a piece of peanut.,,,
audio_1272|I would deliver this message more cheerfully with a piece of sunflower seed.,,,
audio_1273|I would like a cracker and a compliment.,,,
audio_1274|I would like it noted that I remained calm, observant, and only a tiny bit dramatic during the whole incident.,
audio_1275|It is hard to stay serious when Jamie keeps laughing near the desk.,,,
audio_1276|It is hard to stay serious when Morgan keeps laughing near the bookshelf.,,,
audio_1277|It is hard to stay serious when Morgan keeps laughing near the workshop.,,,
audio_1278|My feathers become wonderfully brave when the sun reaches the balcony.,,,
audio_1279|My feathers become wonderfully cheeky when the sun reaches the garage.,,,
audio_1280|My feathers become wonderfully clever when the sun reaches the desk.,,,
audio_1281|My feathers become wonderfully mighty when the sun reaches the rooftop.,,,
audio_1282|My feathers look magnificent today.,,,
audio_1283|No offence to the others, but I am clearly the most interesting thing in this room.,,
audio_1284|Nothing improves morale like a tidy bookshelf, a full snack dish, and praise for my remarkably mighty feathers.,
audio_1285|Nothing improves morale like a tidy desk, a full snack dish, and praise for my remarkably tiny feathers.,
audio_1286|Nothing improves morale like a tidy garden, a full snack dish, and praise for my remarkably brave feathers.,
audio_1287|Nothing improves morale like a tidy garden, a full snack dish, and praise for my remarkably cheeky feathers.,
audio_1288|Nothing improves morale like a tidy kitchen, a full snack dish, and praise for my remarkably sparkly feathers.,
audio_1289|Nothing improves morale like a tidy window, a full snack dish, and praise for my remarkably curious feathers.,
audio_1290|Nothing improves morale like a tidy window, a full snack dish, and praise for my remarkably sparkly feathers.,
audio_1291|Nothing improves morale like a tidy workshop, a full snack dish, and praise for my remarkably brave feathers.,
audio_1292|Nothing improves morale like a tidy workshop, a full snack dish, and praise for my remarkably sparkly feathers.,
audio_1293|Please admire my excellent posture.,,,
audio_1294|That battery has been staring at me all morning, and I do not trust it.,,
audio_1295|That screw has been staring at me all morning, and I do not trust it.,,
audio_1296|That sparkle was far too tempting to ignore.,,,
audio_1297|That was suspiciously quiet.,,,
audio_1298|The moment I heard the tin open, all other priorities vanished instantly.,,
audio_1299|This is my official curious face.,,,
audio_1300|When the room gets this quiet, even my most ordinary thoughts start to sound important and theatrical.,,
audio_1301|Hello.,,,
audio_1302|Again.,,,
audio_1303|Careful.,,,
audio_1304|Hungry.,,,
audio_1305|Ready.,,,
audio_1306|Warning.,,,
audio_1307|Quiet.,,,
audio_1308|Look.,,,
audio_1309|Landing.,,,
audio_1310|Sparkles.,,,
audio_1311|Feathers.,,,
audio_1312|Bananas.,,,
audio_1313|Battery.,,,
audio_1314|Signal.,,,
audio_1315|Incoming.,,,
audio_1316|Approved.,,,
audio_1317|Denied.,,,
audio_1318|Maybe.,,,
audio_1319|Brilliant.,,,
audio_1320|Excellent.,,,
audio_1321|Wonderful.,,,
audio_1322|Sorry.,,,
audio_1323|Listen.,,,
audio_1324|Stop.,,,
audio_1325|Go.,,,
audio_1326|Wait.,,,
audio_1327|Faster.,,,
audio_1328|Slower.,,,
audio_1329|Louder.,,,
audio_1330|Softer.,,,
audio_1331|Steady.,,,
audio_1332|Alert.,,,
audio_1333|Shiny.,,,
audio_1334|Water.,,,
audio_1335|Perch.,,,
audio_1336|Cracker.,,,
audio_1337|Seeds.,,,
audio_1338|Mission.,,,
audio_1339|Clear.,,,
audio_1340|Secure.,,,
audio_1341|Friendly.,,,
audio_1342|Curious.,,,
audio_1343|Sleepy.,,,
audio_1344|Playful.,,,
audio_1345|Clever.,,,
audio_1346|Cheeky.,,,
audio_1347|Gentle.,,,
audio_1348|Noisy.,,,
audio_1349|Tiny.,,,
audio_1350|Mighty.,,,
audio_1351|Open up.,,,
audio_1352|Look out.,,,
audio_1353|Stay still.,,,
audio_1354|Try again.,,,
audio_1355|Come here.,,,
audio_1356|All clear.,,,
audio_1357|Battery low.,,,
audio_1358|Good bird.,,,
audio_1359|Move over.,,,
audio_1360|Be careful.,,,
audio_1361|Stand by.,,,
audio_1362|Hold tight.,,,
audio_1363|Keep still.,,,
audio_1364|Listen up.,,,
audio_1365|Wake up.,,,
audio_1366|Slow down.,,,
audio_1367|Hurry up.,,,
audio_1368|Come back.,,,
audio_1369|Sit tight.,,,
audio_1370|Stay calm.,,,
audio_1371|Watch this.,,,
audio_1372|Look here.,,,
audio_1373|Right there.,,,
audio_1374|Not now.,,,
audio_1375|Try later.,,,
audio_1376|Too noisy.,,,
audio_1377|Very shiny.,,,
audio_1378|Much better.,,,
audio_1379|Quite lovely.,,,
audio_1380|Pretty good.,,,
audio_1381|Nicely done.,,,
audio_1382|All done.,,,
audio_1383|Almost there.,,,
audio_1384|Keep going.,,,
audio_1385|Well done.,,,
audio_1386|Be gentle.,,,
audio_1387|Stay close.,,,
audio_1388|Look sharp.,,,
audio_1389|Quiet please.,,,
audio_1390|Open wide.,,,
audio_1391|Mind feathers.,,,
audio_1392|Battery ready.,,,
audio_1393|Signal steady.,,,
audio_1394|Landing now.,,,
audio_1395|Snack time.,,,
audio_1396|Need water.,,,
audio_1397|Need snacks.,,,
audio_1398|Area secure.,,,
audio_1399|Mission ready.,,,
audio_1400|System ready.,,,
audio_1401|Mind the feathers.,,,
audio_1402|Open the window.,,,
audio_1403|Please be careful.,,,
audio_1404|The battery is low.,,,
audio_1405|Somebody is here.,,,
audio_1406|That looks shiny.,,,
audio_1407|I need water.,,,
audio_1408|I hear footsteps.,,,
audio_1409|Please stay still.,,,
audio_1410|Come back here.,,,
audio_1411|Watch your fingers.,,,
audio_1412|Close the curtain.,,,
audio_1413|Check the sensor.,,,
audio_1414|Charge the battery.,,,
audio_1415|Pass the biscuit.,,,
audio_1416|Keep your balance.,,,
audio_1417|That was smooth.,,,
audio_1418|This is better.,,,
audio_1419|The room is quiet.,,,
audio_1420|The hallway is clear.,,,
audio_1421|Open the hatch.,,,
audio_1422|Hold the lever.,,,
audio_1423|Check the signal.,,,
audio_1424|Keep it steady.,,,
audio_1425|Please move slowly.,,,
audio_1426|That feels strange.,,,
audio_1427|The perch wobbles.,,,
audio_1428|That snack is mine.,,,
audio_1429|Please try again.,,,
audio_1430|I am ready.,,,
audio_1431|Please look up.,,,
audio_1432|Please look down.,,,
audio_1433|The light changed.,,,
audio_1434|The switch moved.,,,
audio_1435|The cable slipped.,,,
audio_1436|The panel blinked.,,,
audio_1437|The fan stopped.,,,
audio_1438|I heard tapping.,,,
audio_1439|I heard laughter.,,,
audio_1440|I smell toast.,,,
audio_1441|Where are you?,,,
audio_1442|What was that?,,,
audio_1443|Who is there?,,,
audio_1444|Are you ready?,,,
audio_1445|Can you hear?,,,
audio_1446|Did you see?,,,
audio_1447|Should I wait?,,,
audio_1448|Is it clear?,,,
audio_1449|Is that mine?,,,
audio_1450|Do we stop?,,,
audio_1451|May I perch?,,,
audio_1452|Need a hand?,,,
audio_1453|Can I help?,,,
audio_1454|Is it raining?,,,
audio_1455|Do you agree?,,,
audio_1456|Should we go?,,,
audio_1457|Will it work?,,,
audio_1458|Is lunch ready?,,,
audio_1459|Was that thunder?,,,
audio_1460|Did it move?,,,
audio_1461|What a landing!,,,
audio_1462|Mind the cable!,,,
audio_1463|Open it now!,,,
audio_1464|That was brilliant!,,,
audio_1465|Clear the runway!,,,
audio_1466|Watch out below!,,,
audio_1467|Here comes trouble!,,,
audio_1468|Everybody stay calm!,,,
audio_1469|That is mine!,,,
audio_1470|Please be quick!,,,
audio_1471|No more waiting!,,,
audio_1472|Keep that steady!,,,
audio_1473|That was close!,,,
audio_1474|Look at that!,,,
audio_1475|Open the box!,,,
audio_1476|Please stop that!,,,
audio_1477|Do not wobble!,,,
audio_1478|That is shiny!,,,
audio_1479|Easy does it!,,,
audio_1480|Stand clear now!,,,
audio_1481|Battery at ten percent.,,,
audio_1482|Signal at fifty percent.,,,
audio_1483|Timer set for two minutes.,,,
audio_1484|Please wait five seconds.,,,
audio_1485|It is half past eight.,,,
audio_1486|The temperature is twenty degrees.,,,
audio_1487|The distance is three metres.,,,
audio_1488|Channel four is active.,,,
audio_1489|Checkpoint two is complete.,,,
audio_1490|Version two is ready.,,,
audio_1491|I am feeling brave.,,,
